gene,chromosome,strand,tss
ENSG00000265043,chr17,-,21460215
ENSG00000264023,chr17,+,21457157
ENSG00000298192,chr17,+,21497627
ENSG00000298159,chr17,-,21502010
ENSG00000265265,chr17,+,21519513
ENSG00000266466,chr17,+,21532973
ENSG00000291022,chr17,+,21612886
ENSG00000298824,chr17,-,21679434
KCNJ18,chr17,+,21692522
ENSG00000309994,chr17,-,22090489
UBBP4,chr17,+,22090664
ENSG00000299617,chr17,-,22203543
ENSG00000300571,chr17,+,22217387
LINC02002,chr17,-,22268815
ENSG00000264956,chr17,+,22266394
FAM27E5,chr17,+,22298690
ENSG00000302814,chr17,-,22349784
ENSG00000307238,chr17,+,22377004
ENSG00000300509,chr17,+,22379374
FLJ36000,chr17,+,22381746
ENSG00000307344,chr17,+,22384055
ENSG00000307382,chr17,+,22395017
ENSG00000307364,chr17,+,22396916
ENSG00000261020,chr17,+,22420021
ENSG00000293297,chr17,+,22435389
ENSG00000243655,chr17,-,22525330
ENSG00000306453,chr17,-,22552711
ENSG00000293001,chr17,+,22671411
ENSG00000264262,chr17,-,22692682
ENSG00000264734,chr17,-,27036404
ENSG00000302531,chr17,-,27089255
ENSG00000285822,chr17,+,27089544
ENSG00000265246,chr17,-,27241753
ENSG00000310058,chr17,+,27240369
MIR4522,chr17,-,27293996
WSB1,chr17,+,27294075
ENSG00000295161,chr17,-,27414212
ENSG00000266313,chr17,+,27332720
TBC1D3P5,chr17,+,27417689
ENSG00000309540,chr17,-,27456180
KSR1,chr17,+,27456447
ENSG00000265801,chr17,+,27465111
ENSG00000297848,chr17,-,27531020
ENSG00000307960,chr17,-,27601546
ENSG00000266728,chr17,+,27623363
ENSG00000266872,chr17,-,27626438
LGALS9,chr17,+,27629797
ENSG00000297633,chr17,-,27654798
ENSG00000290973,chr17,-,27663658
NOS2,chr17,-,27800529
ENSG00000266202,chr17,-,27893365
ENSG00000266527,chr17,+,27874644
LYRM9,chr17,-,27894752
LINC01992,chr17,-,27991787
ENSG00000286589,chr17,+,27930176
ENSG00000309404,chr17,+,27939985
ENSG00000251818,chr17,+,28018769
SNORA70,chr17,-,28022464
ENSG00000301358,chr17,-,28042208
NLK,chr17,+,28041736
Vault,chr17,+,28061966
ENSG00000301334,chr17,-,28227992
ENSG00000288923,chr17,+,28179872
ENSG00000287721,chr17,+,28204615
ENSG00000267644,chr17,+,28219284
PYY2,chr17,+,28223644
ERVE-1,chr17,-,28238670
ENSG00000290672,chr17,+,28243855
ENSG00000266830,chr17,-,28251348
ENSG00000264486,chr17,+,28256437
ENSG00000260777,chr17,-,28275974
KRT18P55,chr17,-,28319435
ENSG00000299527,chr17,+,28307350
TMEM97,chr17,+,28319199
IFT20,chr17,-,28335489
TNFAIP1,chr17,+,28335601
POLDIP2,chr17,-,28357527
TMEM199,chr17,+,28357641
ENSG00000258924,chr17,+,28357646
MIR4723,chr17,+,28360653
ENSG00000265618,chr17,-,28362859
SEBOX,chr17,-,28365199
ENSG00000273171,chr17,-,28368012
SARM1,chr17,+,28364355
VTN,chr17,-,28373091
ENSG00000277450,chr17,+,28373255
ENSG00000279532,chr17,-,28374301
SLC46A1,chr17,-,28407197
ENSG00000265254,chr17,+,28404995
RSKR,chr17,-,28614197
SLC13A2,chr17,+,28473292
FOXN1,chr17,+,28506242
UNC119,chr17,-,28552631
PIGS,chr17,-,28571794
ALDOC,chr17,-,28576948
ALDOC-AS1,chr17,+,28573116
SPAG5,chr17,-,28599025
ENSG00000258472,chr17,-,28614185
SPAG5-AS1,chr17,+,28598789
ENSG00000265287,chr17,+,28607962
BLTP2,chr17,-,28645454
ENSG00000264044,chr17,+,28633205
ENSG00000305391,chr17,+,28645323
SDF2,chr17,-,28662189
SUPT6H,chr17,+,28662197
ENSG00000265205,chr17,-,28672804
PROCA1,chr17,-,28711888
RAB34,chr17,-,28718429
ENSG00000295132,chr17,+,28718012
RPL23A,chr17,+,28719984
SNORD42B,chr17,+,28720549
ENSG00000264577,chr17,-,28722877
SNORD4A,chr17,+,28722581
SNORD42A,chr17,+,28723428
SNORD4B,chr17,+,28723681
TLCD1,chr17,-,28727935
NEK8,chr17,+,28725896
ENSG00000267729,chr17,+,28727257
ENSG00000265073,chr17,-,28743102
TRAF4,chr17,+,28744010
ENSG00000265474,chr17,-,28747652
ENSG00000265840,chr17,-,28750079
FAM222B,chr17,-,28855232
ERAL1,chr17,+,28855009
ENSG00000264066,chr17,-,28861998
MIR451A,chr17,-,28861440
MIR451B,chr17,+,28861370
MIR144,chr17,-,28861618
MIR4732,chr17,-,28861730
ENSG00000295253,chr17,-,28865342
ENSG00000303564,chr17,+,28873012
FLOT2,chr17,-,28897733
ENSG00000264304,chr17,+,28892468
ENSG00000302825,chr17,+,28894621
ENSG00000266642,chr17,+,28897737
DHRS13,chr17,-,28903079
PHF12,chr17,-,28951771
ENSG00000265845,chr17,+,28926274
ENSG00000265908,chr17,+,28944795
PIPOX,chr17,+,28950512
SEZ6,chr17,-,29006440
ENSG00000263613,chr17,-,29012700
ENSG00000238007,chr17,+,29012766
MYO18A,chr17,-,29180398
ENSG00000263709,chr17,+,29140482
CRYBA1,chr17,+,29246858
NUFIP2,chr17,-,29294148
ENSG00000306654,chr17,+,29293779
ENSG00000306693,chr17,+,29294282
ENSG00000264808,chr17,-,29391044
ENSG00000266111,chr17,+,29352068
ENSG00000306675,chr17,+,29376451
RNU4-34P,chr17,+,29388559
TAOK1,chr17,+,29390362
MIR4523,chr17,+,29390661
RNU6-711P,chr17,-,29424867
RNU6-1034P,chr17,-,29445400
ABHD15,chr17,-,29567037
ABHD15-AS1,chr17,+,29560546
TP53I13,chr17,+,29566051
ENSG00000290082,chr17,-,29568546
ENSG00000264290,chr17,+,29569579
GIT1,chr17,-,29594054
ANKRD13B,chr17,+,29589768
ENSG00000264647,chr17,-,29592241
CORO6,chr17,-,29622912
ENSG00000301239,chr17,+,29621361
ENSG00000264007,chr17,-,29622254
SSH2,chr17,-,29930276
ENSG00000263370,chr17,+,29639562
RNU6-920P,chr17,-,29641702
ENSG00000265625,chr17,-,29645847
ENSG00000263657,chr17,+,29761102
SNORA70,chr17,+,29777618
ENSG00000263477,chr17,+,29863401
ENSG00000239129,chr17,+,29883005
EFCAB5,chr17,+,29929199
RNY4P13,chr17,-,30059147
ENSG00000265289,chr17,-,30065677
ENSG00000265394,chr17,-,30117873
NSRP1,chr17,+,30115520
MIR423,chr17,+,30117078
hsa-mir-423,chr17,-,30117172
MIR3184,chr17,-,30117160
ENSG00000265739,chr17,-,30126118
ENSG00000266987,chr17,-,30144790
SLC6A4,chr17,-,30236002
ENSG00000264125,chr17,+,30204317
ENSG00000266120,chr17,+,30236961
SNORD63,chr17,-,30246820
BLMH,chr17,-,30292056
RNU6-1267P,chr17,-,30288177
ENSG00000294641,chr17,+,30291362
TMIGD1,chr17,-,30334059
RNU6-990P,chr17,+,30360462
CPD,chr17,+,30378926
GOSR1,chr17,+,30477361
ENSG00000263860,chr17,-,30551861
ENSG00000279431,chr17,+,30551192
ENSG00000304446,chr17,+,30551951
ENSG00000290404,chr17,+,30557111
ENSG00000266775,chr17,-,30558502
ENSG00000259928,chr17,-,30565576
ENSG00000295606,chr17,-,30568447
ENSG00000231421,chr17,-,30577000
ENSG00000214719,chr17,+,30576408
ENSG00000300294,chr17,-,30601341
ENSG00000290395,chr17,+,30600795
ENSG00000300273,chr17,-,30651461
ENSG00000290450,chr17,+,30631754
ENSG00000300244,chr17,-,30708459
ENSG00000290928,chr17,+,30666960
RN7SL316P,chr17,-,30702775
ENSG00000300335,chr17,-,30708824
ENSG00000279337,chr17,-,30725181
ENSG00000265443,chr17,-,30727564
ENSG00000263603,chr17,+,30729468
ENSG00000280069,chr17,+,30738181
CRLF3,chr17,-,30824692
ENSG00000265791,chr17,-,30782221
ATAD5,chr17,+,30831965
ENSG00000265334,chr17,-,30863028
RNU6-298P,chr17,+,30861842
ENSG00000263531,chr17,-,30864940
TEFM,chr17,-,30906238
ENSG00000275185,chr17,+,30899109
ADAP2,chr17,+,30906343
ENSG00000230113,chr17,-,30956961
RN7SL138P,chr17,+,30959563
LINC02978,chr17,-,30965500
ENSG00000286194,chr17,+,30968784
RNF135,chr17,+,30970983
ENSG00000264456,chr17,+,30971651
ENSG00000266340,chr17,-,30980250
ENSG00000298294,chr17,-,31032885
ENSG00000291063,chr17,+,31008243
ENSG00000290858,chr17,-,31059121
ENSG00000298340,chr17,-,31051066
MIR4733HG,chr17,-,31096045
MIR4733,chr17,-,31094425
NF1,chr17,+,31094926
ENSG00000266371,chr17,+,31133181
OMG,chr17,-,31297539
EVI2B,chr17,-,31314105
ENSG00000265118,chr17,-,31318831
EVI2A,chr17,-,31321749
ENSG00000306303,chr17,-,31392431
RAB11FIP4,chr17,+,31391674
ENSG00000306328,chr17,-,31415105
RN7SL79P,chr17,+,31465542
RN7SL45P,chr17,+,31518431
ENSG00000278977,chr17,-,31533938
MIR4724,chr17,+,31534882
ENSG00000300349,chr17,-,31549709
MIR193A,chr17,+,31559995
ENSG00000278546,chr17,+,31560131
RNU6ATAC7P,chr17,-,31563894
MIR365BHG,chr17,+,31571073
MIR4725,chr17,+,31575268
MIR365B,chr17,+,31575410
ENSG00000266877,chr17,+,31583161
ENSG00000309286,chr17,-,31606142
ENSG00000309179,chr17,+,31690465
ENSG00000297113,chr17,-,31709946
RNU6-1134P,chr17,+,31713752
ENSG00000308319,chr17,+,31725344
ENSG00000263567,chr17,+,31762439
ENSG00000265046,chr17,+,31830730
COPRS,chr17,-,31859291
UTP6,chr17,-,31901708
ENSG00000263990,chr17,+,31873925
SUZ12,chr17,+,31937006
ENSG00000293286,chr17,-,32006688
LRRC37B,chr17,+,32007382
ENSG00000293287,chr17,+,32039973
ENSG00000308099,chr17,-,32067365
ENSG00000278867,chr17,+,32051029
ENSG00000277511,chr17,+,32062165
ENSG00000290975,chr17,-,32114122
ENSG00000214708,chr17,-,32143135
RHOT1,chr17,+,32142453
ENSG00000280033,chr17,+,32159310
ENSG00000280020,chr17,-,32180074
ENSG00000287506,chr17,-,32265685
RHBDL3,chr17,+,32265831
ENSG00000263674,chr17,-,32281036
ENSG00000265794,chr17,+,32324430
C17orf75,chr17,-,32350023
ENSG00000265139,chr17,+,32328440
MIR632,chr17,+,32350108
ZNF207,chr17,+,32350131
ENSG00000274341,chr17,+,32408012
ENSG00000278668,chr17,+,32410158
ENSG00000266385,chr17,+,32411216
ENSG00000279762,chr17,-,32446038
ENSG00000264083,chr17,+,32430966
PSMD11,chr17,+,32444378
ENSG00000301082,chr17,+,32460820
CDK5R1,chr17,+,32486992
MYO1D,chr17,-,32877177
ENSG00000266718,chr17,+,32495535
ENSG00000280245,chr17,-,32505644
ENSG00000265222,chr17,-,32523452
ENSG00000263717,chr17,-,32519350
ENSG00000279781,chr17,-,32518934
ENSG00000266599,chr17,+,32518952
ENSG00000298008,chr17,+,32519574
ENSG00000265337,chr17,-,32530049
ENSG00000298763,chr17,-,32596559
ENSG00000264458,chr17,+,32627683
MYO1D-DT,chr17,+,32876725
H2BN1,chr17,+,32895432
TMEM98,chr17,+,32927909
SPACA3,chr17,+,32970375
ASIC2,chr17,-,34174964
ENSG00000264598,chr17,-,33052867
ENSG00000280349,chr17,-,33100319
ENSG00000266535,chr17,+,33111852
ENSG00000297816,chr17,+,33229873
AA06,chr17,-,33533763
ENSG00000265125,chr17,+,33523747
ENSG00000265697,chr17,+,33534109
ENSG00000265115,chr17,+,33627026
ENSG00000264643,chr17,+,33680576
ENSG00000265689,chr17,+,33688802
ENSG00000283417,chr17,-,33816761
ENSG00000279668,chr17,-,34079100
ENSG00000265356,chr17,-,34156000
ENSG00000263435,chr17,+,33976530
ENSG00000279674,chr17,-,34006772
ENSG00000263485,chr17,-,34132401
ENSG00000265775,chr17,-,34118882
ENSG00000264791,chr17,+,34140084
ENSG00000263571,chr17,+,34155565
LINC01989,chr17,-,34196211
ENSG00000264990,chr17,+,34176537
ENSG00000302658,chr17,+,34178380
ENSG00000301139,chr17,-,34252520
CCL2,chr17,+,34255273
CCL7,chr17,+,34270220
CCL11,chr17,+,34285741
ENSG00000310445,chr17,-,34319070
CCL8,chr17,+,34319434
CCL13,chr17,+,34356479
CCL1,chr17,-,34363233
ENSG00000305827,chr17,+,34389046
ENSG00000297644,chr17,+,34406726
ENSG00000225582,chr17,+,34479271
TMEM132E-DT,chr17,-,34579403
ENSG00000303590,chr17,+,34567946
TMEM132E,chr17,+,34579486
ENSG00000278860,chr17,+,34614408
ENSG00000264174,chr17,-,34726170
ENSG00000264622,chr17,-,34859046
CCT6B,chr17,-,34981078
ENSG00000285559,chr17,+,34937305
ZNF830,chr17,+,34961539
LIG3,chr17,+,34980511
RFFL,chr17,-,35089319
ENSG00000267618,chr17,-,35121493
ENSG00000273687,chr17,+,35018659
ENSG00000267457,chr17,-,35074374
RAD51D,chr17,-,35121522
RNU6-840P,chr17,+,35093908
Vault,chr17,-,35097657
FNDC8,chr17,+,35121614
NLE1,chr17,-,35142304
UNC45B,chr17,+,35147816
ENSG00000267782,chr17,-,35167012
ENSG00000266981,chr17,+,35188521
SLC35G3,chr17,-,35194393
ENSG00000266947,chr17,-,35243011
ENSG00000289211,chr17,+,35241617
SLFN5,chr17,+,35243070
ENSG00000267364,chr17,+,35313441
SLFN11,chr17,-,35373701
ENSG00000302034,chr17,+,35373129
ENSG00000267711,chr17,-,35403006
ENSG00000267547,chr17,-,35404373
ENSG00000267745,chr17,-,35409768
SLFN12,chr17,-,35433475
SLFN13,chr17,-,35448837
SLFN12L,chr17,-,35537683
ENSG00000267349,chr17,+,35477993
ENSG00000267074,chr17,-,35510270
ENSG00000267035,chr17,-,35540797
SLFN14,chr17,-,35560819
ENSG00000267359,chr17,+,35553204
ENSG00000267625,chr17,-,35562077
SNHG30,chr17,+,35568049
SNORD7,chr17,+,35573656
PEX12,chr17,-,35578863
AP2B1,chr17,+,35578045
RASL10B,chr17,+,35731638
GAS2L2,chr17,-,35753239
MMP28,chr17,-,35795707
ENSG00000271392,chr17,-,35764875
C17orf50,chr17,+,35760886
ENSG00000270829,chr17,-,35808897
TAF15,chr17,+,35809481
ENSG00000270871,chr17,-,35830293
ENSG00000270894,chr17,+,35818398
HEATR9,chr17,-,35868891
ENSG00000270240,chr17,+,35868934
CCL5,chr17,-,35880793
ENSG00000293240,chr17,-,35911023
7SK,chr17,+,35889557
RDM1,chr17,-,35930773
LYZL6,chr17,-,35943713
ENSG00000291030,chr17,-,35965472
CCL16,chr17,-,35981497
ENSG00000302706,chr17,+,35977527
CCL14,chr17,-,35987004
ENSG00000275431,chr17,+,35983655
CCL15-CCL14,chr17,-,36001621
CCL15,chr17,-,36001553
ENSG00000275944,chr17,+,36001418
ENSG00000278690,chr17,+,36012503
CCL23,chr17,-,36017972
ENSG00000309447,chr17,+,36059702
CCL18,chr17,+,36064271
CCL3-AS1,chr17,+,36072865
ENSG00000306527,chr17,-,36082617
CCL3,chr17,-,36090169
CCL4,chr17,+,36103826
RN7SL301P,chr17,+,36110149
ENSG00000276241,chr17,+,36115692
ENSG00000289485,chr17,-,36149527
TBC1D3B,chr17,-,36176636
ENSG00000274767,chr17,+,36182711
ENSG00000306500,chr17,-,36188148
ENSG00000306545,chr17,-,36188955
CCL3L3,chr17,-,36196758
CCL4L2,chr17,+,36210923
ENSG00000278097,chr17,-,36240920
ENSG00000299369,chr17,+,36241059
TBC1D3I,chr17,-,36264570
ENSG00000301862,chr17,+,36264621
ENSG00000306718,chr17,+,36274196
ENSG00000307464,chr17,-,36323776
TBC1D3G,chr17,+,36323883
ENSG00000308789,chr17,+,36337878
ENSG00000308801,chr17,-,36365086
TBC1D3H,chr17,-,36388435
ENSG00000297067,chr17,+,36378067
RNU6-1192P,chr17,-,36404932
TBC1D3F,chr17,-,36439566
ENSG00000294220,chr17,+,36439608
ENSG00000289011,chr17,-,36486734
ZNHIT3,chr17,+,36486628
MYO19,chr17,-,36543435
PIGW,chr17,+,36534986
ENSG00000294025,chr17,+,36543367
GGNBP2,chr17,+,36544911
DHRS11,chr17,+,36591878
MRM1,chr17,+,36601582
ENSG00000275720,chr17,+,36634068
ENSG00000275613,chr17,+,36657483
ENSG00000310202,chr17,-,36674292
ENSG00000310225,chr17,-,36685061
ENSG00000276508,chr17,+,36684753
ENSG00000310157,chr17,+,36704376
LHX1-DT,chr17,-,36936670
ENSG00000295719,chr17,+,36920723
ENSG00000302807,chr17,+,36935253
LHX1,chr17,+,36936784
ENSG00000276707,chr17,-,36943456
AATF,chr17,+,36948924
ENSG00000277911,chr17,+,36980166
ENSG00000277589,chr17,+,36998597
MIR2909,chr17,+,37033744
ENSG00000277579,chr17,+,37034667
ENSG00000278638,chr17,-,37052890
ACACA,chr17,-,37406836
ENSG00000293218,chr17,-,37144463
C17orf78,chr17,+,37375984
ENSG00000276054,chr17,+,37386885
TADA2A,chr17,+,37406885
ENSG00000273965,chr17,-,37408594
ENSG00000298167,chr17,-,37490194
ENSG00000289110,chr17,-,37489742
ENSG00000298213,chr17,+,37488566
ENSG00000298194,chr17,+,37489141
DUSP14,chr17,+,37489890
SYNRG,chr17,-,37609472
ENSG00000277688,chr17,+,37609572
DDX52,chr17,-,37643446
MIR378J,chr17,-,37615039
ENSG00000274244,chr17,+,37649132
HNF1B,chr17,-,37745059
ENSG00000302846,chr17,+,37708422
ENSG00000307699,chr17,+,37745146
ENSG00000306576,chr17,-,37771065
ENSG00000306146,chr17,+,37774771
ENSG00000275173,chr17,-,37815723
YWHAEP7,chr17,-,37904685
RNU6-489P,chr17,+,37907956
ENSG00000297452,chr17,-,37924364
TBC1D3K,chr17,+,37924414
5S_rRNA,chr17,-,37940790
ENSG00000301161,chr17,-,37960959
ENSG00000296826,chr17,+,37965936
TBC1D3L,chr17,-,37989060
ENSG00000309625,chr17,-,38003918
TBC1D3D,chr17,+,38003975
ENSG00000297931,chr17,+,38018027
ENSG00000297953,chr17,-,38038579
TBC1D3C,chr17,-,38068634
ENSG00000304197,chr17,+,38078256
ENSG00000302878,chr17,-,38127860
TBC1D3E,chr17,+,38127950
RNA5SP526,chr17,-,38144287
NPEPPSP1,chr17,-,38265881
ENSG00000296427,chr17,+,38169430
TBC1D3,chr17,-,38192555
ENSG00000296410,chr17,+,38192650
ENSG00000296484,chr17,-,38297133
MRPL45,chr17,+,38297022
GPR179,chr17,-,38343956
ENSG00000306455,chr17,-,38351813
SOCS7,chr17,+,38351843
ARHGAP23,chr17,+,38419279
ENSG00000276170,chr17,-,38470098
ENSG00000305566,chr17,-,38500378
SRCIN1,chr17,-,38605952
ENSG00000298497,chr17,+,38578366
ENSG00000274996,chr17,+,38601048
ENSG00000296690,chr17,+,38656717
EPOP,chr17,-,38674957
ENSG00000275532,chr17,-,38706278
MIR4734,chr17,-,38702331
ENSG00000277969,chr17,+,38702362
MLLT6,chr17,+,38705272
ENSG00000275665,chr17,-,38730946
MIR4726,chr17,+,38719690
ENSG00000279119,chr17,-,38728198
CISD3,chr17,+,38730340
PCGF2,chr17,-,38749817
ENSG00000277182,chr17,+,38749274
PSMB3,chr17,+,38752740
RNU6-866P,chr17,-,38755400
PIP4K2B,chr17,-,38800126
CWC25,chr17,-,38825355
MIR4727,chr17,+,38825837
SPMAP1,chr17,-,38841438
RPL23,chr17,-,38868644
SNORA21B,chr17,-,38851659
SNORA21,chr17,-,38852994
LASP1,chr17,+,38869858
ENSG00000263466,chr17,-,38904600
MIR6779,chr17,+,38914978
ENSG00000265784,chr17,-,38921769
LASP1NB,chr17,+,38925613
FBXO47,chr17,-,38967403
LINC02079,chr17,-,39031156
LRRC37A11P,chr17,+,39027273
RDM1P5,chr17,+,39057014
PLXDC1,chr17,-,39154394
ENSG00000286443,chr17,+,39086975
ARL5C,chr17,-,39167484
ENSG00000280177,chr17,+,39165072
ENSG00000266101,chr17,+,39170592
CACNB1,chr17,-,39197702
ENSG00000299210,chr17,-,39209874
RPL19,chr17,+,39200282
ENSG00000309604,chr17,+,39209901
STAC2,chr17,-,39225945
ENSG00000293195,chr17,+,39237757
FBXL20,chr17,-,39402523
ENSG00000266469,chr17,+,39401783
MED1,chr17,-,39451272
CDK12,chr17,+,39461485
RNU6-233P,chr17,-,39546244
ENSG00000301436,chr17,-,39598381
ENSG00000301413,chr17,+,39598109
NEUROD2,chr17,-,39609777
ENSG00000304124,chr17,+,39607161
ENSG00000214546,chr17,+,39617470
ENSG00000306125,chr17,-,39628446
PPP1R1B,chr17,+,39626739
ENSG00000306162,chr17,-,39637290
STARD3,chr17,+,39637089
TCAP,chr17,+,39665348
PNMT,chr17,+,39667980
PGAP3,chr17,-,39696797
ERBB2,chr17,+,39687913
ENSG00000305964,chr17,-,39723655
MIR4728,chr17,+,39726494
MIEN1,chr17,-,39730532
GRB7,chr17,+,39737926
ENSG00000294270,chr17,+,39754552
IKZF3,chr17,-,39864312
ENSG00000302760,chr17,-,39868633
ZPBP2,chr17,+,39868201
GSDMB,chr17,-,39919854
ORMDL3,chr17,-,39927601
LRRC3C,chr17,+,39927731
ENSG00000264968,chr17,+,39927741
GSDMA,chr17,+,39953262
PSMD3,chr17,+,39980806
ENSG00000265799,chr17,-,40014718
ENSG00000304239,chr17,+,40012340
CSF3,chr17,+,40015360
MED24,chr17,-,40061215
MIR6884,chr17,-,40026409
SNORD124,chr17,-,40027645
THRA,chr17,+,40058289
ENSG00000301589,chr17,-,40087422
NR1D1,chr17,-,40100589
ENSG00000303881,chr17,-,40107183
ENSG00000304182,chr17,-,40108390
ENSG00000279199,chr17,-,40115442
ENSG00000303567,chr17,-,40121939
MSL1,chr17,+,40121970
ENSG00000310351,chr17,-,40140763
CASC3,chr17,+,40140317
MIR6866,chr17,+,40161932
RAPGEFL1,chr17,+,40177009
ENSG00000295930,chr17,-,40191799
MIR6867,chr17,+,40193596
WIPF2,chr17,+,40219303
CDC6,chr17,+,40287878
RARA,chr17,+,40309179
ENSG00000287644,chr17,-,40322528
RARA-AS1,chr17,-,40343136
ENSG00000278918,chr17,-,40350539
GJD3,chr17,-,40364737
GJD3-AS1,chr17,+,40360654
ENSG00000301152,chr17,+,40376840
TOP2A,chr17,-,40417896
ENSG00000307718,chr17,-,40439341
IGFBP4,chr17,+,40443449
ENSG00000305154,chr17,-,40463272
ENSG00000279806,chr17,-,40475289
TNS4,chr17,-,40501623
ENSG00000298565,chr17,+,40490691
ENSG00000308596,chr17,-,40521221
ENSG00000266088,chr17,+,40516698
ENSG00000308563,chr17,-,40549332
CCR7,chr17,-,40565472
ENSG00000296406,chr17,+,40551503
ENSG00000279775,chr17,-,40598585
SMARCE1,chr17,-,40648654
ENSG00000264058,chr17,-,40665141
ENSG00000278834,chr17,+,40648024
KRT222,chr17,-,40665181
ENSG00000300052,chr17,+,40664898
ENSG00000300075,chr17,-,40697450
KRT24,chr17,-,40703752
ENSG00000291165,chr17,-,40719998
KRT25,chr17,-,40755331
KRT26,chr17,-,40772201
KRT27,chr17,-,40782550
ENSG00000298797,chr17,-,40786217
KRT28,chr17,-,40799959
ENSG00000264488,chr17,+,40801438
KRT10,chr17,-,40822614
KRT10-AS1,chr17,+,40819070
ENSG00000265359,chr17,+,40850799
KRT12,chr17,-,40867223
KRT20,chr17,-,40885242
ENSG00000234477,chr17,+,40921429
KRT23,chr17,-,40937646
ENSG00000306126,chr17,+,40936285
KRT39,chr17,-,40966948
KRT40,chr17,-,40987135
KRTAP3-3,chr17,-,40994164
KRTAP3-2,chr17,-,40999906
KRTAP3-1,chr17,-,41019324
KRTAP1-5,chr17,-,41027208
KRTAP1-4,chr17,-,41030195
KRTAP1-3,chr17,-,41034874
KRTAP1-1,chr17,-,41041450
KRTAP2-1,chr17,-,41047316
KRTAP2-2,chr17,-,41055230
KRTAP2-3,chr17,-,41060114
KRTAP2-4,chr17,-,41065879
KRTAP4-7,chr17,+,41084149
ENSG00000287602,chr17,+,41090337
KRTAP4-8,chr17,-,41098142
KRTAP4-16,chr17,-,41102209
KRTAP4-9,chr17,+,41105388
ENSG00000295967,chr17,+,41108230
KRTAP4-11,chr17,-,41118373
KRTAP4-12,chr17,-,41124182
KRTAP4-6,chr17,-,41140544
KRTAP4-5,chr17,-,41149825
KRTAP4-4,chr17,-,41160748
KRTAP4-3,chr17,-,41168221
KRTAP4-2,chr17,-,41178221
KRTAP4-1,chr17,-,41184911
KRTAP9-1,chr17,+,41189886
ENSG00000308912,chr17,+,41212801
KRTAP9-2,chr17,+,41226647
KRTAP9-3,chr17,+,41232448
KRTAP9-8,chr17,+,41237998
KRTAP9-4,chr17,+,41249686
KRTAP9-9,chr17,+,41255383
KRTAP9-6,chr17,+,41265377
KRTAP9-7,chr17,+,41275697
ENSG00000307895,chr17,-,41334570
KRTAP29-1,chr17,-,41302851
KRTAP16-1,chr17,-,41309309
KRTAP17-1,chr17,-,41315710
ENSG00000307916,chr17,+,41333421
KRT33A,chr17,-,41350828
KRT33B,chr17,-,41369813
KRT34,chr17,-,41382306
KRT31,chr17,-,41397608
ENSG00000234859,chr17,+,41397085
KRT37,chr17,-,41424585
KRT38,chr17,-,41440983
KRT32,chr17,-,41467386
RNU2-32P,chr17,+,41467955
KRT35,chr17,-,41481151
KRT36,chr17,-,41492546
KRT13,chr17,-,41505705
ENSG00000229732,chr17,+,41500982
ENSG00000295342,chr17,+,41511428
KRT15,chr17,-,41522529
MIR6510,chr17,-,41517217
ENSG00000310140,chr17,+,41523615
KRT19,chr17,-,41528308
ENSG00000310161,chr17,-,41530313
ENSG00000310122,chr17,+,41536249
LINC00974,chr17,-,41554495
KRT9,chr17,-,41572059
KRT14,chr17,-,41586895
ENSG00000296687,chr17,+,41588241
KRT16,chr17,-,41615899
KRT17,chr17,-,41624842
ENSG00000289252,chr17,+,41619998
KRT42P,chr17,-,41666609
ENSG00000278954,chr17,+,41665565
ENSG00000309800,chr17,-,41689241
ENSG00000309822,chr17,+,41683287
EIF1,chr17,+,41688884
GAST,chr17,+,41712330
HAP1,chr17,-,41734644
RN7SL399P,chr17,-,41730405
JUP,chr17,-,41786931
ENSG00000309439,chr17,+,41793148
P3H4,chr17,-,41812604
FKBP10,chr17,+,41812679
NT5C3B,chr17,-,41836260
KLHL10,chr17,+,41835684
ENSG00000259623,chr17,-,41851447
KLHL11,chr17,-,41865423
ENSG00000298152,chr17,+,41865513
ACLY,chr17,-,41930542
ENSG00000274630,chr17,+,41867580
ODAD4,chr17,+,41930616
CNP,chr17,+,41966762
DNAJC7,chr17,-,42021376
NKIRAS2,chr17,+,42011381
ZNF385C,chr17,-,42098479
C17orf113,chr17,-,42050601
ENSG00000294424,chr17,+,42050869
ENSG00000297600,chr17,+,42088422
DHX58,chr17,-,42112714
KAT2A,chr17,-,42121367
ENSG00000267261,chr17,-,42154916
HSPB9,chr17,+,42122803
RAB5C,chr17,-,42155044
RAB5C-AS1,chr17,+,42154234
KCNH4,chr17,-,42181142
HCRT,chr17,-,42185452
GHDC,chr17,-,42194513
STAT5B,chr17,-,42288633
ENSG00000280295,chr17,+,42233831
ENSG00000267758,chr17,+,42268586
ENSG00000236194,chr17,-,42272683
ENSG00000278829,chr17,-,42275571
STAT5A,chr17,+,42287546
STAT3,chr17,-,42388568
ENSG00000303583,chr17,+,42388850
CAVIN1,chr17,-,42423256
ENSG00000289579,chr17,-,42411209
ENSG00000294400,chr17,+,42422567
RNU7-97P,chr17,-,42440259
ATP6V0A1,chr17,+,42458843
MIR548AT,chr17,+,42494772
ENSG00000267222,chr17,+,42495866
ENSG00000267632,chr17,+,42509783
MIR5010,chr17,+,42514187
ENSG00000300389,chr17,+,42531627
NAGLU,chr17,+,42536240
ENSG00000266929,chr17,+,42536509
ENSG00000304458,chr17,-,42546958
ENSG00000304438,chr17,+,42546749
